ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
275,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost?class.module.classLoader.DefaultAssertionStatus=nonsense,400,Bad Request,8,152,157
276,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,10,238,452
277,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/?class.module.classLoader.DefaultAssertionStatus=nonsense,403,Forbidden,17,155,555
278,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost?aaa=bbb,400,Bad Request,10,152,157
279,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/robots.txt?class.module.classLoader.DefaultAssertionStatus=nonsense,404,Not Found,14,155,555
280,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/assets/,403,Forbidden,6,155,555
281,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost,405,Not Allowed,6,157,559
282,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets?class.module.classLoader.DefaultAssertionStatus=nonsense,403,Forbidden,17,155,555
283,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/,405,Not Allowed,15,157,559
284,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/sitemap.xml?class.module.classLoader.DefaultAssertionStatus=nonsense,404,Not Found,15,155,555
285,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,18,240,16403
286,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/vite.svg?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,15,243,1497
287,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/index-G1fkhtb2.js?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,17,256,233212
288,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/robots.txt,404,Not Found,5,155,555
289,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/vite.svg,405,Not Allowed,4,157,559
290,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/sitemap.xml,404,Not Found,5,155,555
291,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/assets/index-ChWqsiRt.css,405,Not Allowed,5,157,559
292,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/assets,403,Forbidden,5,155,555
293,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,POST,http://localhost/assets/index-G1fkhtb2.js,405,Not Allowed,3,157,559
294,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/latest/meta-data/,404,Not Found,47,155,555
295,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/latest/meta-data/,404,Not Found,3,155,555
296,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/computeMetadata/v1/,404,Not Found,23,155,555
297,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/computeMetadata/v1/,404,Not Found,2,155,555
298,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/opc/v1/instance/,404,Not Found,19,155,555
299,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/opc/v1/instance/,404,Not Found,2,155,555
300,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/latest/meta-data/,404,Not Found,3,155,555
301,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/latest/meta-data/,404,Not Found,3,155,555
302,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/metadata/instance,404,Not Found,4,155,555
303,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/,200,OK,3,238,452
304,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/robots.txt/,404,Not Found,15,155,555
305,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/index-G1fkhtb2.js/,404,Not Found,16,155,555
306,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css/,404,Not Found,17,155,555
307,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/,403,Forbidden,18,155,555
308,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/,403,Forbidden,5,155,555
309,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/,200,OK,3,238,452
310,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/sitemap.xml/,404,Not Found,3,155,555
311,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/vite.svg/,404,Not Found,3,155,555
312,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/elmah.axd,404,Not Found,5,155,555
313,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/trace.axd,404,Not Found,4,155,555
314,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/trace.axd,404,Not Found,5,155,555
315,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/trace.axd,404,Not Found,6,155,555
316,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/trace.axd,404,Not Found,6,155,555
317,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.htaccess,404,Not Found,4,155,555
318,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/.htaccess,404,Not Found,5,155,555
319,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.env,404,Not Found,4,155,555
320,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/assets/.env,404,Not Found,6,155,555
321,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/zap2105312532202459366,404,Not Found,0,155,555
322,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/actuator/health,404,Not Found,19,155,555
323,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.zap5553880911352477691,404,Not Found,8,155,555
324,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/actuator/health,404,Not Found,3,155,555
325,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/lfm.php,404,Not Found,5,155,555
326,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.idea/WebServers.xml,404,Not Found,3,155,555
327,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/config/databases.yml,404,Not Found,5,155,555
328,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/config/database.yml,404,Not Found,3,155,555
329,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.git/config,404,Not Found,7,155,555
330,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.svn/entries,404,Not Found,5,155,555
331,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.svn/wc.db,404,Not Found,3,155,555
332,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/CVS/root,404,Not Found,3,155,555
333,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/server-status,404,Not Found,4,155,555
334,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/core,404,Not Found,2,155,555
335,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/sftp-config.json,404,Not Found,3,155,555
336,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/WS_FTP.ini,404,Not Found,4,155,555
337,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/ws_ftp.ini,404,Not Found,6,155,555
338,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/WS_FTP.INI,404,Not Found,4,155,555
339,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/filezilla.xml,404,Not Found,4,155,555
340,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/sitemanager.xml,404,Not Found,5,155,555
341,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/FileZilla.xml,404,Not Found,4,155,555
342,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/winscp.ini,404,Not Found,3,155,555
343,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/WinSCP.ini,404,Not Found,4,155,555
344,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.DS_Store,404,Not Found,4,155,555
345,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/.php_cs.cache,404,Not Found,4,155,555
346,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/DEADJOE,404,Not Found,5,155,555
347,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/sites/default/private/files/backup_migrate/scheduled/test.txt,404,Not Found,3,155,555
348,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/app/etc/local.xml,404,Not Found,3,155,555
349,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:12 PKT 2025,GET,http://localhost/server.key,404,Not Found,3,155,555
350,Fri Dec 19 20:45:12 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/privatekey.key,404,Not Found,5,155,555
351,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/myserver.key,404,Not Found,3,155,555
352,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/key.pem,404,Not Found,3,155,555
353,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/id_rsa,404,Not Found,4,155,555
354,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/id_dsa,404,Not Found,5,155,555
355,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/.ssh/id_rsa,404,Not Found,3,155,555
356,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/.ssh/id_dsa,404,Not Found,2,155,555
357,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/adminer.php,404,Not Found,2,155,555
358,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vb_test.php,404,Not Found,2,155,555
359,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/CHANGELOG.txt,404,Not Found,2,155,555
360,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/sites/default/files/.ht.sqlite,404,Not Found,2,155,555
361,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/composer.json,404,Not Found,5,155,555
362,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/composer.lock,404,Not Found,4,155,555
363,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vim_settings.xml,404,Not Found,6,155,555
364,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/server-info,404,Not Found,4,155,555
365,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/phpinfo.php,404,Not Found,4,155,555
366,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/info.php,404,Not Found,3,155,555
367,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/i.php,404,Not Found,4,155,555
368,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/test.php,404,Not Found,4,155,555
369,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/_wpeprivate/config.json,404,Not Found,3,155,555
370,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/_framework/blazor.boot.json,404,Not Found,6,155,555
371,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/.hg,404,Not Found,3,155,555
372,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/.bzr,404,Not Found,3,155,555
373,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/._darcs,404,Not Found,3,155,555
374,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/BitKeeper,404,Not Found,4,155,555
375,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,6,238,452
376,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost,200,OK,8,238,452
377,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/,403,Forbidden,6,155,555
378,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost,200,OK,13,238,452
379,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vite.svg,200,OK,14,243,1497
380,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css,200,OK,18,240,16403
381,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,13,238,452
382,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets,403,Forbidden,8,155,555
383,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/robots.txt,404,Not Found,16,155,555
384,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/sitemap.xml,404,Not Found,15,155,555
385,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-G1fkhtb2.js,200,OK,18,256,233212
386,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/,403,Forbidden,14,155,555
388,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,11,238,452
389,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css,200,OK,12,240,16403
390,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost,200,OK,13,238,452
391,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vite.svg,200,OK,12,243,1497
393,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/,403,Forbidden,5,155,555
392,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/sitemap.xml,404,Not Found,8,155,555
394,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/robots.txt,404,Not Found,37,155,555
395,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css,200,OK,29,240,16403
396,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost,200,OK,30,238,452
397,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/,403,Forbidden,27,155,153
398,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/sitemap.xml,404,Not Found,27,155,555
399,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,31,238,452
400,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vite.svg,200,OK,27,243,1497
402,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-G1fkhtb2.js,200,OK,37,256,233212
403,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css,200,OK,13,240,16403
404,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/sitemap.xml,404,Not Found,13,155,153
405,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,13,238,452
407,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets,403,Forbidden,24,155,555
409,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost,200,OK,48,238,452
410,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-G1fkhtb2.js,200,OK,41,256,233212
411,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/vite.svg,200,OK,46,243,1497
412,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/,200,OK,31,238,452
413,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/assets/index-ChWqsiRt.css,200,OK,36,240,16403
414,Fri Dec 19 20:45:13 PKT 2025,Fri Dec 19 20:45:13 PKT 2025,GET,http://localhost/robots.txt,404,Not Found,49,155,555
